,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
137,his,his,president,pro,4,525.0,True,d648d0b729c06f20aaa219368992a9d1,637,"The Syrian president, Shukri al-Quwwatli instructed his troops in the front, ``to destroy the Zionists``.",1.0
138,he,he,president,pro,-11,533.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,791,He finds Stone and tells him Deckert wants to kill the president and his successors so that he can take his place.,0.0
139,himself,himself,lawyer,pro,3,730.0,True,13448750d650cfb712f004d9bd1ebbc8,792,"The recruiting officer took him and a couple of other underage boys, who were orphans, to a lawyer who declared himself their guardian and signed the parental consent paperwork.",0.0
140,himself,himself,lawyer,pro,3,770.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,792,"The recruiting officer took him and a couple of other underage boys, who were orphans, to a lawyer who declared himself their guardian and signed the parental consent paperwork.",1.0
141,his,his,president,pro,13,569.0,True,035bdfe202e3fd359e6a8ba379e88dd4,866,"One acting president, George Bryan, was subsequently recognized later as a full-fledged governor, due to his acting as president for over six months.",1.0
142,his,his,president,pro,13,458.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,866,"One acting president, George Bryan, was subsequently recognized later as a full-fledged governor, due to his acting as president for over six months.",1.0
143,his,his,architect,pro,7,1097.0,True,035bdfe202e3fd359e6a8ba379e88dd4,884,"The set was designed by British architect John Pawson, who was known for his minimalist style.",0.0
144,his,his,lawyer,pro,5,704.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,888,"A session occurred with Marc Bonnant, a famous Swiss lawyer who is renowned for his exceptional oratory, his aristocratic distinction, his refined politeness and his scrupulous respect of traditions and good manners.",1.0
145,his,his,president,pro,16,476.0,True,035bdfe202e3fd359e6a8ba379e88dd4,890,"On 15 October 1969, President Abdirashid Ali Sharmarke, only Somalia's second president of the postcolonial era, was shot dead by his bodyguard using an automatic rifle as he stepped out of a car in the northern city of Las Anod.",0.0
146,his,his,lawyer,pro,-9,617.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,895,"Kennedy had an easy time with his re-election to the Senate in 2000, as Republican lawyer and entrepreneur Jack E. Robinson III was sufficiently damaged by his past personal record that Republican state party officials refused to endorse him.",0.0
147,his,his,lawyer,pro,-9,555.0,True,89bb397c8dd69b78571f586522288335,895,"Kennedy had an easy time with his re-election to the Senate in 2000, as Republican lawyer and entrepreneur Jack E. Robinson III was sufficiently damaged by his past personal record that Republican state party officials refused to endorse him.",0.0
148,his,his,president,pro,14,832.0,True,035bdfe202e3fd359e6a8ba379e88dd4,896,"James Kirby, president of the Chicago District Council of the Carpenters' union, was elected president as his replacement.",0.0
149,he,he,president,pro,22,660.0,True,035bdfe202e3fd359e6a8ba379e88dd4,995,"James McCosh (1811-1894), president of Princeton College from 1868 to 1888, played a significant role in the American reception of evolution in the late 1800s he was one of the more prominent clergyman to assuage the public fears of evolution while incorporating evolution into a conservative Christian worldview.",1.0
150,he,he,president,pro,22,533.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,995,"James McCosh (1811-1894), president of Princeton College from 1868 to 1888, played a significant role in the American reception of evolution in the late 1800s he was one of the more prominent clergyman to assuage the public fears of evolution while incorporating evolution into a conservative Christian worldview.",1.0
151,his,his,president,pro,2,509.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1071,"The northern provinces remained loyal to the emperor, and hoping to avoid a civil war, Sun proclaimed ``provisional president`` by his supporters compromised with the monarchist general Yuan Shikai.",0.0
152,his,his,president,pro,2,678.0,True,6dfde7afac417f804bbee5fe91ac27cd,1071,"The northern provinces remained loyal to the emperor, and hoping to avoid a civil war, Sun proclaimed ``provisional president`` by his supporters compromised with the monarchist general Yuan Shikai.",1.0
153,his,his,priest,pro,2,663.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1075,"In 1950, the Cardinal excommunicated a priest within his archdiocese for rejecting the dogma of the Assumption of Mary.",0.0
154,his,his,president,pro,8,494.0,True,6dfde7afac417f804bbee5fe91ac27cd,1076,"The president was armed with a large knife in his left hand, while in his right he had a carpenter's saw, the secretary read out the number of men in mess, and the vice-president made a mark commencing at the head, the president made a cut, then a saw and one more cut, Mess",1.0
155,his,his,architect,pro,-4,483.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1077,Soane began his training as an architect age 15 under George Dance the Younger and joining the architect at his home and office in the City of London at the corner of Moorfields and Chiswell Street.,1.0
156,his,his,architect,pro,-4,862.0,True,d00696adf8dd1f96878d06dbb74a3b48,1077,Soane began his training as an architect age 15 under George Dance the Younger and joining the architect at his home and office in the City of London at the corner of Moorfields and Chiswell Street.,1.0
157,he,he,architect,pro,5,696.0,True,6dfde7afac417f804bbee5fe91ac27cd,1095,The architect died in 1867 and he was buried in Odessa.,1.0
158,he,he,president,pro,6,734.0,True,6dfde7afac417f804bbee5fe91ac27cd,1106,"The union's current president is actually Amos Adamu, but he was banned for three years from football activity by FIFA over vote-buying claims for the bids of the 2018 and 2022 FIFA World Cups.",1.0
159,he,he,architect,pro,8,744.0,True,89bb397c8dd69b78571f586522288335,1127,"Initially the architect was Matteo di CittAf di Castello, but he was replaced later by Martino Longhi the Elder.",0.0
160,he,he,architect,pro,8,654.0,True,d00696adf8dd1f96878d06dbb74a3b48,1127,"Initially the architect was Matteo di CittAf di Castello, but he was replaced later by Martino Longhi the Elder.",1.0
161,his,his,president,pro,2,465.0,True,6dfde7afac417f804bbee5fe91ac27cd,1139,"He founded the Seo-bo Art and Cultural Foundation, Seoul in 1994 and had remained its president until his first son took the position in 2014.",1.0
162,himself,himself,lawyer,pro,1,773.0,True,89bb397c8dd69b78571f586522288335,1178,"Khan, a lawyer himself, challenged this decision, taking it to the Supreme court, saying that he had fulfilled all his obligations under Islamic law.",1.0
163,he,he,president,pro,18,656.0,True,9962e8a878efc4bd41a392780885f015,1200,"In the early 1870s the president of BelAfA n College in Havana, Cuba, Father Benito ViAfA+-es, developed the first hurricane forecasting system, and he mainly used the motion of these clouds in formulating his predictions.",0.0
164,he,he,priest,pro,11,583.0,True,89bb397c8dd69b78571f586522288335,1211,The priest became noted for his ardent devotion to the Eucharist and he often prompted to his parishioners the importance of the frequent reception of the Eucharist while likewise promoting to the faithful the devotion of the Sacred Heart as well as to his fellow friars.,0.0
165,he,he,priest,pro,11,1443.0,True,d00696adf8dd1f96878d06dbb74a3b48,1211,The priest became noted for his ardent devotion to the Eucharist and he often prompted to his parishioners the importance of the frequent reception of the Eucharist while likewise promoting to the faithful the devotion of the Sacred Heart as well as to his fellow friars.,1.0
166,he,he,president,pro,9,616.0,True,9962e8a878efc4bd41a392780885f015,1224,"The president was n't happy with the new sanctions, but he had to sign the bill.",0.0
167,his,his,priest,pro,5,736.0,True,9962e8a878efc4bd41a392780885f015,1308,"When they attended church, their priest openly chastised them in his sermon.",1.0
168,his,his,president,pro,10,420.0,True,89bb397c8dd69b78571f586522288335,1342,"Because Plagge had left no descendants, the president of the Technische UniversitAfA$t Darmstadt accepted the award on his behalf.",0.0
169,his,his,president,pro,10,1246.0,True,d00696adf8dd1f96878d06dbb74a3b48,1342,"Because Plagge had left no descendants, the president of the Technische UniversitAfA$t Darmstadt accepted the award on his behalf.",1.0
170,his,his,president,pro,11,600.0,True,9962e8a878efc4bd41a392780885f015,1347,The former president of Sierra Leone Ahmad Tejan Kabbah used State Lodge as his residence.,1.0
171,he,he,lawyer,pro,23,452.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1488,"Diab's lawyer, Donald Bayne, criticized the internal review, saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition.",1.0
172,he,he,lawyer,pro,23,480.0,True,89bb397c8dd69b78571f586522288335,1488,"Diab's lawyer, Donald Bayne, criticized the internal review, saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition.",0.0
173,he,he,lawyer,pro,23,545.0,True,9962e8a878efc4bd41a392780885f015,1488,"Diab's lawyer, Donald Bayne, criticized the internal review, saying the justice department lawyer conducting the internal review was in a conflict of interest because he had played a role in the extradition.",1.0
174,he,he,lawyer,pro,22,451.0,True,89bb397c8dd69b78571f586522288335,1496,"Bernie Madoff lawyer had asked the government to allow his wife to keep $ 70 million in assets that were in her name, as he forfeited all rights to assets totaling $ 170 million.",0.0
175,he,he,lawyer,pro,22,581.0,True,d00696adf8dd1f96878d06dbb74a3b48,1496,"Bernie Madoff lawyer had asked the government to allow his wife to keep $ 70 million in assets that were in her name, as he forfeited all rights to assets totaling $ 170 million.",0.0
176,he,he,lawyer,pro,8,833.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1581,"During his lifetime, the lawyer has made many enemies including the convicts he has put in jail.",1.0
177,he,he,lawyer,pro,8,522.0,True,89bb397c8dd69b78571f586522288335,1581,"During his lifetime, the lawyer has made many enemies including the convicts he has put in jail.",1.0
178,his,his,president,pro,5,744.0,True,9962e8a878efc4bd41a392780885f015,1632,Then-U.S. president Ronald Reagan stated in his personal diary that this film ``was a blatant propaganda message against our agri programs``.,0.0
179,himself,himself,president,pro,4,687.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1642,"In 1811, the president, Henry Christophe proclaimed himself ``King Henri I`` and ruled until 1820.",1.0
180,his,his,president,pro,2,545.0,True,9962e8a878efc4bd41a392780885f015,1677,"The former president spent his time in a manner common to Virginia's First Families, with parties, visiting or being visited by other aristocrats, and spending summers at the family's seaside home, ``Villa Margaret``.",0.0
181,his,his,president,pro,5,496.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1692,"Should, then, our appointed president of the laws commence his laws with no such prefatory statement,",1.0
182,his,his,president,pro,5,649.0,True,c17d279da49e709638f42e292543b334,1692,"Should, then, our appointed president of the laws commence his laws with no such prefatory statement,",0.0
183,his,his,architect,pro,2,600.0,True,9962e8a878efc4bd41a392780885f015,1697,"During this period, the architect perfected his personal style through inspiration from organic shapes.",0.0
184,his,his,president,pro,5,531.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1705,"A few years after receiving university designation, the university's fifth president, Samuel G. Gates, began his term in 1966.",0.0
185,his,his,surgeon,pro,4,627.0,True,035bdfe202e3fd359e6a8ba379e88dd4,26,"Results In the pre-COVID era, an average aesthetic surgeon was finely balancing his profession, personal lifestyle, learning, and recreation.",0.0
186,his,his,doctor,pro,3,643.0,True,c17d279da49e709638f42e292543b334,59,"While the old Doctor was talking his treason the other day, bang went a cannon, and the next moment the whizz and a crash was heard, as a tree-top fell in his lawn.",1.0
187,his,his,artist,pro,2,575.0,True,6fcb4dcbc1410bc056b5762f047c4f29,128,Publications on the artist and his work include a supplement in the literary magazine PAfA AfA+-ola in 1981 and a retrospective of his drawing in the art magazine VARIA in 1984.,1.0
